t2814749767106560	auto
t1973602751545344	taobaoCategory>网游垂直市场根类目>蜀山新传
t1973602751610880	taobaoCategory>网游垂直市场根类目>丝路传说
t1973602751676416	taobaoCategory>网游垂直市场根类目>天龙八部OL
t1973602751741952	taobaoCategory>网游垂直市场根类目>天堂
t1973602751807488	taobaoCategory>网游垂直市场根类目>新天堂II
t1973602751873024	taobaoCategory>网游垂直市场根类目>天下3
t1973602751938560	taobaoCategory>网游垂直市场根类目>天子
t1973602752069632	taobaoCategory>网游垂直市场根类目>铁血迷情完美版
t1973602752135168	taobaoCategory>网游垂直市场根类目>投名状OL
t1973602752200704	taobaoCategory>网游垂直市场根类目>石器时代2
t1973602752266240	taobaoCategory>网游垂直市场根类目>完美国际
t1973602752331776	taobaoCategory>网游垂直市场根类目>完美世界
t1973602752397312	taobaoCategory>网游垂直市场根类目>万王之王3
t1973602752528384	taobaoCategory>网游垂直市场根类目>王者世界
t1973602752593920	taobaoCategory>网游垂直市场根类目>问道
t1973602752659456	taobaoCategory>网游垂直市场根类目>问鼎
t1973602752790528	taobaoCategory>网游垂直市场根类目>武林群侠传2
t1973602752921600	taobaoCategory>网游垂直市场根类目>西游记
t1973602752987136	taobaoCategory>网游垂直市场根类目>希望OL
t1973602753052672	taobaoCategory>网游垂直市场根类目>侠义道2
t1973602753118208	taobaoCategory>网游垂直市场根类目>仙剑OL
t1973602753249280	taobaoCategory>网游垂直市场根类目>仙途
t1973602753314816	taobaoCategory>网游垂直市场根类目>逍遥传说
t1973602753380352	taobaoCategory>网游垂直市场根类目>新飞飞
t1973602753511424	taobaoCategory>网游垂直市场根类目>新魔界
t1973602753576960	taobaoCategory>网游垂直市场根类目>新破天一剑
t1973602753642496	taobaoCategory>网游垂直市场根类目>新奇迹世界
t1973602753708032	taobaoCategory>网游垂直市场根类目>新天下无双之火
t1973602753773568	taobaoCategory>网游垂直市场根类目>武林外传
t1973602753839104	taobaoCategory>网游垂直市场根类目>新侠义道
t1973602753904640	taobaoCategory>网游垂直市场根类目>新倚天剑与屠龙刀
t1973602753970176	taobaoCategory>网游垂直市场根类目>新英雄年代
t1973602754166784	taobaoCategory>网游垂直市场根类目>星尘传说
t1973602754232320	taobaoCategory>网游垂直市场根类目>星空战记
t1973602754297856	taobaoCategory>网游垂直市场根类目>寻仙
t1973602754494464	taobaoCategory>网游垂直市场根类目>倚天Ⅱ自由世界
t1973602754560000	taobaoCategory>网游垂直市场根类目>英雄2
t1973602754625536	taobaoCategory>网游垂直市场根类目>英雄无敌在线
t1973602754691072	taobaoCategory>网游垂直市场根类目>永恒之塔
t1973602754756608	taobaoCategory>网游垂直市场根类目>勇者传说
t1973602754887680	taobaoCategory>网游垂直市场根类目>预言OL怀旧版
t1973602754953216	taobaoCategory>网游垂直市场根类目>预言OL经典版
t1973602755018752	taobaoCategory>网游垂直市场根类目>战地之王
t1973602755084288	taobaoCategory>网游垂直市场根类目>真·三国无双OL
t1973602755149824	taobaoCategory>网游垂直市场根类目>真封神
t1973602755215360	taobaoCategory>网游垂直市场根类目>征服
t1973602755280896	taobaoCategory>网游垂直市场根类目>征途
t1973602755346432	taobaoCategory>网游垂直市场根类目>征途怀旧版
t1973602755411968	taobaoCategory>网游垂直市场根类目>征途时间版
t1973602755543040	taobaoCategory>网游垂直市场根类目>诛仙2
t1973602755608576	taobaoCategory>网游垂直市场根类目>纵横时空
t1973602755805184	taobaoCategory>生活电器>抽湿器/除湿器
t1973602755870720	taobaoCategory>网游垂直市场根类目>传奇续章
t1973602755936256	taobaoCategory>网游垂直市场根类目>绿色征途腾讯版
t1973602756001792	taobaoCategory>网游垂直市场根类目>诸侯
t1973602756132864	taobaoCategory>运动/瑜伽/健身/球迷用品>网球
t1973602756657152	taobaoCategory>运动/瑜伽/健身/球迷用品>踏步机/中小型健身器材
t1973602756788224	taobaoCategory>景点门票/度假线路/旅游服务>景点门票
t1973602758754304	taobaoCategory>运动/瑜伽/健身/球迷用品>跑步机/大型健身器械
t1973602760458240	taobaoCategory>床上用品/布艺软饰>缝纫DIY材料、工具及成品
t1973602768715776	taobaoCategory>运动/瑜伽/健身/球迷用品>田径运动器材
t1973602770747392	taobaoCategory>乐器/吉他/钢琴/配件
t1973602770812928	taobaoCategory>乐器/吉他/钢琴/配件>其他民族乐器
t1973602770878464	taobaoCategory>乐器/吉他/钢琴/配件>民族弹拨乐器
t1973602770944000	taobaoCategory>乐器/吉他/钢琴/配件>民族吹奏乐器
t1973602771009536	taobaoCategory>乐器/吉他/钢琴/配件>民族拉弦乐器
t1973602771075072	taobaoCategory>乐器/吉他/钢琴/配件>乐器教材/曲谱
t1973602771140608	taobaoCategory>乐器/吉他/钢琴/配件>古筝
t1973602771206144	taobaoCategory>乐器/吉他/钢琴/配件>口琴
t1973602771271680	taobaoCategory>乐器/吉他/钢琴/配件>萨克斯风
t1973602771337216	taobaoCategory>乐器/吉他/钢琴/配件>鼓-西洋鼓
t1973602771402752	taobaoCategory>乐器/吉他/钢琴/配件>其他西洋乐器
t1973602771468288	taobaoCategory>乐器/吉他/钢琴/配件>MIDI乐器/电脑音乐
t1973602771533824	taobaoCategory>乐器/吉他/钢琴/配件>吉他/贝司
t1973602771599360	taobaoCategory>乐器/吉他/钢琴/配件>吉他配件
t1973602771795968	taobaoCategory>乐器/吉他/钢琴/配件>钢琴
t1973602771927040	taobaoCategory>乐器/吉他/钢琴/配件>乐器音箱
t1973602771992576	taobaoCategory>乐器/吉他/钢琴/配件>乐器配件
t1973602772058112	taobaoCategory>乐器/吉他/钢琴/配件>乐器定制/出租
t1973602772123648	taobaoCategory>乐器/吉他/钢琴/配件>儿童玩具乐器
t1973602772189184	taobaoCategory>乐器/吉他/钢琴/配件>锣
t1973602772385792	taobaoCategory>乐器/吉他/钢琴/配件>鼓-民族鼓
t1973602775138304	taobaoCategory>乐器/吉他/钢琴/配件>古琴
t1973602775859200	taobaoCategory>乐器/吉他/钢琴/配件>笛子
t1973602775924736	taobaoCategory>乐器/吉他/钢琴/配件>箫
t1973602775990272	taobaoCategory>乐器/吉他/钢琴/配件>葫芦丝
t1973602776055808	taobaoCategory>乐器/吉他/钢琴/配件>埙
t1973602776645632	taobaoCategory>乐器/吉他/钢琴/配件>陶笛
t1973602776711168	taobaoCategory>乐器/吉他/钢琴/配件>京胡
t1973602776842240	taobaoCategory>乐器/吉他/钢琴/配件>二胡
t1973602781954048	taobaoCategory>乐器/吉他/钢琴/配件>吉他-民谣吉他
t1973602782019584	taobaoCategory>乐器/吉他/钢琴/配件>吉他-古典吉他
t1973602782085120	taobaoCategory>乐器/吉他/钢琴/配件>吉他-电箱吉他
t1973602782150656	taobaoCategory>乐器/吉他/钢琴/配件>吉他-电吉他
t1973602782281728	taobaoCategory>乐器/吉他/钢琴/配件>贝司-木贝司
t1973602782347264	taobaoCategory>乐器/吉他/钢琴/配件>贝司-电贝司
t1973602783985664	taobaoCategory>乐器/吉他/钢琴/配件>电子琴
t1973602784051200	taobaoCategory>乐器/吉他/钢琴/配件>数码钢琴
t1973602784116736	taobaoCategory>乐器/吉他/钢琴/配件>电子合成器
t1973602784182272	taobaoCategory>乐器/吉他/钢琴/配件>手卷钢琴
t1973602784247808	taobaoCategory>乐器/吉他/钢琴/配件>小提琴
t1973602784313344	taobaoCategory>乐器/吉他/钢琴/配件>中提琴
t1973602784378880	taobaoCategory>乐器/吉他/钢琴/配件>大提琴
t1973602784444416	taobaoCategory>乐器/吉他/钢琴/配件>低音提琴/倍大提琴
t1973602784509952	taobaoCategory>乐器/吉他/钢琴/配件>提琴配件
t1973602789687296	taobaoCategory>生活电器>空调扇
t1973602790014976	taobaoCategory>网游垂直市场根类目>中华英雄
t1973602790080512	taobaoCategory>网游垂直市场根类目>神魔大陆
t1973602791456768	taobaoCategory>运动/瑜伽/健身/球迷用品>排球
t1973602792046592	taobaoCategory>运动/瑜伽/健身/球迷用品>壁球
t1973602793816064	taobaoCategory>TP服务商大类
t1973602794405888	taobaoCategory>乐器/吉他/钢琴/配件>口风琴
t1973602794471424	taobaoCategory>乐器/吉他/钢琴/配件>手风琴
t1973602794602496	taobaoCategory>乐器/吉他/钢琴/配件>风琴
t1973602798403584	taobaoCategory>运动/瑜伽/健身/球迷用品>台球
t1973602800697344	taobaoCategory>运动/瑜伽/健身/球迷用品>保龄球
t1973602801942528	taobaoCategory>运动/瑜伽/健身/球迷用品>高尔夫
t1973602803646464	taobaoCategory>网游垂直市场根类目>龙之谷
t1973602804432896	taobaoCategory>交通票>8折团购
t1973602804498432	taobaoCategory>交通票>7折团购
t1973602804563968	taobaoCategory>交通票>6折团购
t1973602807382016	taobaoCategory>运动/瑜伽/健身/球迷用品>棒球
t1973602808168448	taobaoCategory>运动/瑜伽/健身/球迷用品>麻将/棋牌/益智类
t1973602810134528	taobaoCategory>网游垂直市场根类目>龙腾世界
t1973602810396672	taobaoCategory>电玩/配件/游戏/攻略>游戏掌机/PSP/NDSL
t1973602810462208	taobaoCategory>电玩/配件/游戏/攻略>家用游戏机/PS3/Wii/XBOX
t1973602810920960	taobaoCategory>运动/瑜伽/健身/球迷用品>跆拳道/武术/搏击
t1973602816884736	taobaoCategory>电子词典/电纸书/文化用品
t1973602816950272	taobaoCategory>运动/瑜伽/健身/球迷用品>飞镖/桌上足球/室内休闲
t1973602818260992	taobaoCategory>运动/瑜伽/健身/球迷用品>毽子/空竹/民间运动
t1973602821996544	taobaoCategory>电玩/配件/游戏/攻略>XBOX专用配件
t1973602822914048	taobaoCategory>运动/瑜伽/健身/球迷用品>橄榄球
t1973602823372800	taobaoCategory>厨房电器>面包机
t1973602826518528	taobaoCategory>网游垂直市场根类目>大唐无双2
t1973602826977280	taobaoCategory>户外/登山/野营/旅行用品>防护/救生装备
t1973602828681216	taobaoCategory>奶粉/辅食/营养品/零食>婴幼儿羊奶粉
t1973602829008896	taobaoCategory>运动/瑜伽/健身/球迷用品>F1/赛车
t1973602829336576	taobaoCategory>运动/瑜伽/健身/球迷用品>冰球/速滑/冰上运动
t1973602830909440	taobaoCategory>厨房电器>榨汁机
t1973602831040512	taobaoCategory>网游垂直市场根类目>西游天下
t1973602831171584	taobaoCategory>台式机/一体机/服务器
t1973602831302656	taobaoCategory>3C数码配件市场
t1973602831368192	taobaoCategory>数码配件市场
t1973602831433728	taobaoCategory>3C数码配件市场>记忆卡
t1973602831499264	taobaoCategory>3C数码配件市场>震动包
t1973602831564800	taobaoCategory>3C数码配件市场>AV线
t1973602831630336	taobaoCategory>3C数码配件市场>其他专用配件
t1973602831695872	taobaoCategory>电玩/配件/游戏/攻略>任天堂掌机配件
t1973602831761408	taobaoCategory>数码配件市场>手柄
t1973602831826944	taobaoCategory>数码配件市场>AV线
t1973602831892480	taobaoCategory>数码配件市场>记忆卡
t1973602831958016	taobaoCategory>数码配件市场>SD卡
t1973602832023552	taobaoCategory>数码配件市场>电源
t1973602832089088	taobaoCategory>数码配件市场>其他配件
t1973602832154624	taobaoCategory>3C数码配件市场>手柄
t1973602832220160	taobaoCategory>3C数码配件市场>电源
t1973602833137664	taobaoCategory>电子凭证
t1973602833268736	taobaoCategory>电子凭证>餐饮美食
t1973602833858560	taobaoCategory>大家电>烟灶消套装
t1973602833924096	taobaoCategory>网络设备/网络相关
t1973602836348928	taobaoCategory>网游垂直市场根类目>新传奇外传
t1973602836414464	taobaoCategory>网游垂直市场根类目>新神界
t1973602836545536	taobaoCategory>网游垂直市场根类目>九界
t1973602836611072	taobaoCategory>网游垂直市场根类目>武神
t1973602836676608	taobaoCategory>网游垂直市场根类目>恶魔法则
t1973602836742144	taobaoCategory>网游垂直市场根类目>飞天风云
t1973602836807680	taobaoCategory>网游垂直市场根类目>降龙之剑
t1973602836938752	taobaoCategory>网游垂直市场根类目>传世群英传
t1973602837069824	taobaoCategory>网游垂直市场根类目>三国群英传2OL
t1973602837200896	taobaoCategory>网游垂直市场根类目>大话仙剑
t1973602837266432	taobaoCategory>网游垂直市场根类目>SD敢达OL
t1973602837790720	taobaoCategory>台式机/一体机/服务器>一体机
t1973602837921792	taobaoCategory>尿片/洗护/喂哺/推车床>口水巾/吸汗巾/饭兜/袖套
t1973602837987328	taobaoCategory>3C数码配件>苹果专用配件
t1973602838052864	taobaoCategory>生活电器>吊扇
t1973602839429120	taobaoCategory>TP服务商大类>图片拍摄/处理
t1973602839560192	taobaoCategory>网店/网络服务/软件>网络建站/设备服务
t1973602839822336	taobaoCategory>TP服务商大类>物流/仓储
t1973602842247168	taobaoCategory>尿片/洗护/喂哺/推车床>消毒/吸奶器/小家电
t1973602842443776	taobaoCategory>尿片/洗护/喂哺/推车床>驱蚊/退烧/感冒贴
t1973602842509312	taobaoCategory>尿片/洗护/喂哺/推车床>睡袋/凉席/枕头/蚊帐
t1973602842574848	taobaoCategory>尿片/洗护/喂哺/推车床>浴衣/浴盆/洗发帽/水温计
t1973602842640384	taobaoCategory>孕妇装/孕产妇用品/营养>待删勿在此发布-护
t1973602842705920	taobaoCategory>个人护理/保健/按摩器材>按摩器材
t1973602845458432	taobaoCategory>个性定制/设计服务/DIY>设计类服务
t1973602845589504	taobaoCategory>TP服务商大类>商家培训
t1973602845720576	taobaoCategory>TP服务商大类>数据分析
t1973602845917184	taobaoCategory>TP服务商大类>其他服务
t1973602854502400	taobaoCategory>TP服务商大类>店铺管理软件
t1973602855157760	taobaoCategory>TP服务商大类>店铺装修
t1973602855682048	taobaoCategory>奶粉/辅食/营养品/零食>婴幼儿调味品
t1973602857713664	taobaoCategory>电子凭证>特色礼品
t1973602858631168	taobaoCategory>TP服务商大类>客服绩效管理
t1973602860728320	taobaoCategory>网游垂直市场根类目>魔域(掉钱版)
t1973602860793856	taobaoCategory>网游垂直市场根类目>QQ幻想世界
t1973602860859392	taobaoCategory>网游垂直市场根类目>弹头奇兵
t1973602860924928	taobaoCategory>网游垂直市场根类目>月影传说
t1973602860990464	taobaoCategory>网游垂直市场根类目>剑侠情缘三盛大版
t1973602861056000	taobaoCategory>网游垂直市场根类目>远征
t1973602861383680	taobaoCategory>清洁/卫浴/收纳/整理用具>家庭收纳用具
t1973602863022080	taobaoCategory>汽车/用品/配件/改装>汽车零配件
t1973602863677440	taobaoCategory>新车/二手车>新车定金
t1973602863808512	taobaoCategory>汽车/用品/配件/改装>汽车GPS导航仪及配件
t1973602867216384	taobaoCategory>汽车/用品/配件/改装>车用清洗用品/清洗工具
t1973602868723712	taobaoCategory>网游垂直市场根类目>勇士OL
t1973602868789248	taobaoCategory>网游垂直市场根类目>封神榜3
t1973602869116928	taobaoCategory>奶粉/辅食/营养品/零食>婴幼儿辅食
t1973602869510144	taobaoCategory>奶粉/辅食/营养品/零食>婴幼儿零食
t1973602869575680	taobaoCategory>奶粉/辅食/营养品/零食>婴幼儿营养品
t1973602869903360	taobaoCategory>尿片/洗护/喂哺/推车床>纸尿裤/拉拉裤/纸尿片
t1973602871017472	taobaoCategory>网游垂直市场根类目>英雄年代2
t1973602871083008	taobaoCategory>网游垂直市场根类目>极光世界
t1973602871541760	taobaoCategory>TP服务商大类>运营服务
t1973602872590336	taobaoCategory>网游垂直市场根类目>独孤九剑
t1973602873049088	taobaoCategory>网游垂直市场根类目>QQ西游
t1973602876194816	taobaoCategory>3C数码配件>USB电脑周边
t1973602879537152	taobaoCategory>洗护清洁剂/卫生巾/纸/香薰>室内除臭/芳香用品
t1973602880258048	taobaoCategory>洗护清洁剂/卫生巾/纸/香薰>家私/皮具护理品
t1973602880520192	taobaoCategory>洗护清洁剂/卫生巾/纸/香薰>衣物清洁剂/护理剂
t1973602882617344	taobaoCategory>户外/登山/野营/旅行用品>军迷服饰/军迷用品
t1973602884845568	taobaoCategory>电脑硬件/显示器/电脑周边>绘图板配件
t1973602885763072	taobaoCategory>餐饮美食/面包券>面包/月饼/蛋糕
t1973602885959680	taobaoCategory>餐饮美食/面包券>食品提货券
t1973602886877184	taobaoCategory>餐饮美食/面包券>其他美食折扣券
t1973602886942720	taobaoCategory>餐饮美食/面包券>冷饮/茶楼
t1973602887204864	taobaoCategory>电影/演出/体育赛事>电影票
t1973602887335936	taobaoCategory>休闲娱乐/购物卡>运动健身
t1973602887401472	taobaoCategory>休闲娱乐/购物卡>美容美发/美体美甲
t1973602887467008	taobaoCategory>休闲娱乐/购物卡>KTV
t1973602887663616	taobaoCategory>电影/演出/体育赛事>演出话剧
t1973602887794688	taobaoCategory>电影/演出/体育赛事>体育赛事
t1973602888384512	taobaoCategory>休闲娱乐/购物卡>超市卡/商场购物卡
t1973602888712192	taobaoCategory>休闲娱乐/购物卡>足浴/洗浴/按摩
t1973602896379904	taobaoCategory>网游垂直市场根类目>新倚天-王者归来
t1973602896510976	taobaoCategory>网游垂直市场根类目>奇迹
t1973602896576512	taobaoCategory>网游垂直市场根类目>倩女幽魂
t1973602896642048	taobaoCategory>网游垂直市场根类目>东邪西毒
t1973602896838656	taobaoCategory>网游垂直市场根类目>天元
t1973602896904192	taobaoCategory>网游垂直市场根类目>梦幻迪士尼
t1973602896969728	taobaoCategory>网游垂直市场根类目>QQ仙侠传
t1973602897887232	taobaoCategory>办公设备/耗材/相关服务>墨水
t1973602898018304	taobaoCategory>景点门票/度假线路/旅游服务>邮轮/游船
t1973602898280448	taobaoCategory>彩妆/香水/美妆工具>男士彩妆
t1973602898542592	taobaoCategory>办公设备/耗材/相关服务>办公用纸
t1973602898608128	taobaoCategory>彩妆/香水/美妆工具>化妆刷/刷包
t1973602898804736	taobaoCategory>彩妆/香水/美妆工具>假睫毛/假睫毛工具
t1973602898935808	taobaoCategory>网游垂直市场根类目>醉逍遥
t1973602899329024	taobaoCategory>古董/邮币/字画/收藏>古瓷片
t1973602899394560	taobaoCategory>电子凭证>景点门票
t1973602899787776	taobaoCategory>户外/登山/野营/旅行用品>户外鞋袜
t1973602900901888	taobaoCategory>网店/网络服务/软件>充值平台软件/加款卡
t1973602900967424	taobaoCategory>网店/网络服务/软件>网络会员卡/付费卡
t1973602901032960	taobaoCategory>古董/邮币/字画/收藏>文革时期收藏品
t1973602901098496	taobaoCategory>古董/邮币/字画/收藏>文房四宝
t1973602901295104	taobaoCategory>古董/邮币/字画/收藏>当代仿古工艺品
t1973602901360640	taobaoCategory>古董/邮币/字画/收藏>宗教收藏品
t1973602901557248	taobaoCategory>古董/邮币/字画/收藏>标牌章
t1973602902212608	taobaoCategory>古董/邮币/字画/收藏>收藏知识图书/目录/报刊2
t1973602902409216	taobaoCategory>网络设备/网络相关>无线网络
t1973602902999040	taobaoCategory>网络设备/网络相关>网络设备
t1973602904506368	taobaoCategory>网络设备/网络相关>网络安全
t1973602905817088	taobaoCategory>网络设备/网络相关>机房布线
t1973602906996736	taobaoCategory>合作商家
t1973602910011392	taobaoCategory>网游垂直市场根类目>梦想世界
t1973602910273536	taobaoCategory>网游垂直市场根类目>墨香
t1973602911191040	taobaoCategory>网游垂直市场根类目>宠物森林
t1973602911715328	taobaoCategory>网游垂直市场根类目>御龙在天
t1973602913681408	taobaoCategory>网游垂直市场根类目>海之乐章—启航
t1973602913746944	taobaoCategory>网游垂直市场根类目>新天骄
t1973602913812480	taobaoCategory>网游垂直市场根类目>仙剑神曲
t1973602913878016	taobaoCategory>网游垂直市场根类目>华夏前传
t1973602913943552	taobaoCategory>网游垂直市场根类目>热斗传说
t1973602914140160	taobaoCategory>网游垂直市场根类目>梦三国OL
t1973602914336768	taobaoCategory>网游垂直市场根类目>梦幻聊斋
t1973602914467840	taobaoCategory>网游垂直市场根类目>剑仙
t1973602914533376	taobaoCategory>网络设备/网络相关>视频监控
t1973602914926592	taobaoCategory>运动/瑜伽/健身/球迷用品>运动健身卡/会员卡
t1973602914992128	taobaoCategory>运动/瑜伽/健身/球迷用品>运动书籍/教材
t1973602915057664	taobaoCategory>运动/瑜伽/健身/球迷用品>运动护具/急救用品
t1973602915123200	taobaoCategory>运动/瑜伽/健身/球迷用品>慢跑(有氧运动)
t1973602915516416	taobaoCategory>网游垂直市场根类目>蓬莱
t1973602915581952	taobaoCategory>网络设备/网络相关>语音视频
t1973602917416960	taobaoCategory>网游垂直市场根类目>天之痕
t1973602917482496	taobaoCategory>户外/登山/野营/旅行用品>帐篷/天幕/帐篷配件
t1973602920955904	taobaoCategory>户外/登山/野营/旅行用品>望远镜/夜视仪/户外眼镜
t1973602921545728	taobaoCategory>户外/登山/野营/旅行用品>户外照明
t1973602922594304	taobaoCategory>成人用品/避孕/计生用品>男用器具
t1973602923446272	taobaoCategory>成人用品/避孕/计生用品>女用器具
t1973602924167168	taobaoCategory>成人用品/避孕/计生用品>情趣用品
t1973602924822528	taobaoCategory>成人用品/避孕/计生用品>情趣内衣
t1973602925805568	taobaoCategory>电子凭证>本地生活服务
t1973602926264320	taobaoCategory>电子凭证>电影票
t1973602927837184	taobaoCategory>网游垂直市场根类目>倾国倾城
t1973602928820224	taobaoCategory>户外/登山/野营/旅行用品>饮水用具/盛水容器
t1973602933276672	taobaoCategory>平板电脑/MID
t1973602933407744	taobaoCategory>运动/瑜伽/健身/球迷用品>电动车/电动车配件
t1973602933538816	taobaoCategory>特价酒店/特色客栈/公寓旅馆>酒店客栈套餐
t1973602933997568	taobaoCategory>网游垂直市场根类目>猎国
t1973602934063104	taobaoCategory>网游垂直市场根类目>天涯OL
t1973602934128640	taobaoCategory>网游垂直市场根类目>梦幻问情
t1973602934325248	taobaoCategory>网游垂直市场根类目>诺亚传说
t1973602934390784	taobaoCategory>网游垂直市场根类目>八仙过海
t1973602934456320	taobaoCategory>网游垂直市场根类目>十二封印
t1973602934521856	taobaoCategory>网游垂直市场根类目>百年战争
t1973602934587392	taobaoCategory>网游垂直市场根类目>十虎
t1973602934652928	taobaoCategory>网游垂直市场根类目>神武
t1973602934784000	taobaoCategory>网游垂直市场根类目>红颜
t1973602934915072	taobaoCategory>TP服务商大类>买家服务
t1973602935046144	taobaoCategory>TP服务商大类>淘宝客工具
t1973602935242752	taobaoCategory>TP服务商大类>营销推广
t1973602935373824	taobaoCategory>网络设备/网络相关>路由器/猫/网卡配件
t1973602936160256	taobaoCategory>网游垂直市场根类目>魔界2
t1973602936225792	taobaoCategory>网游垂直市场根类目>特种部队
t1973602936291328	taobaoCategory>网游垂直市场根类目>重返神州
t1973602936356864	taobaoCategory>网游垂直市场根类目>功夫世界
t1973602936422400	taobaoCategory>网游垂直市场根类目>征途2S
t1973602936750080	taobaoCategory>网游垂直市场根类目>神兵传奇
t1973602936881152	taobaoCategory>家装主材>集成吊顶
t1973602942386176	taobaoCategory>网游垂直市场根类目>三界奇缘
t1973602942451712	taobaoCategory>网游垂直市场根类目>桃花源记
t1973602942517248	taobaoCategory>网游垂直市场根类目>全球使命
t1973602942648320	taobaoCategory>网游垂直市场根类目>侠义世界
t1973602942713856	taobaoCategory>网游垂直市场根类目>凡人修仙传
t1973602942779392	taobaoCategory>网游垂直市场根类目>海之梦
t1973602942844928	taobaoCategory>网游垂直市场根类目>古域
t1973602942910464	taobaoCategory>网游垂直市场根类目>上古世界
t1973602943303680	taobaoCategory>网游垂直市场根类目>星辰变
t1973602943434752	taobaoCategory>家装主材>灯具灯饰
t1973602947235840	taobaoCategory>网游垂直市场根类目>仙侣奇缘2
t1973602947301376	taobaoCategory>网游垂直市场根类目>苍生OL
t1973602947366912	taobaoCategory>网游垂直市场根类目>神鬼世界
t1973602948087808	taobaoCategory>住宅家具>沙发类
t1973602948153344	taobaoCategory>家装主材>卫浴用品
t1973602955952128	taobaoCategory>网络店铺代金/优惠券>网络店铺代金券
t1973602956541952	taobaoCategory>网游垂直市场根类目>VS游戏竞技平台
t1973602957197312	taobaoCategory>TP服务商大类>品控服务
t1973602958245888	taobaoCategory>网游垂直市场根类目>九阴真经
t1973602958311424	taobaoCategory>网游垂直市场根类目>梦想岛
t1973602958376960	taobaoCategory>网游垂直市场根类目>水浒Q传2
t1973602958442496	taobaoCategory>网游垂直市场根类目>天道OL
t1973602958508032	taobaoCategory>网游垂直市场根类目>天朝OL
t1973602958573568	taobaoCategory>网游垂直市场根类目>梦幻群侠传
t1973602958639104	taobaoCategory>网游垂直市场根类目>九鼎传说
t1973602958770176	taobaoCategory>网游垂直市场根类目>夺宝传世
t1973602958835712	taobaoCategory>网游垂直市场根类目>神话2
t1973602958901248	taobaoCategory>网游垂直市场根类目>热血昆仑
t1973602959097856	taobaoCategory>网络设备/网络相关>数码线材
t1973602959294464	taobaoCategory>网游垂直市场根类目>剑雨天下
t1973602959360000	taobaoCategory>网游垂直市场根类目>轩辕传奇
t1973602959491072	taobaoCategory>3C数码配件>电子书配件
t1973602960277504	taobaoCategory>影音电器>舞台设备
t1973602960539648	taobaoCategory>闪存卡/U盘/存储/移动硬盘>SD卡（将删除，请发到闪存卡）
t1973602961195008	taobaoCategory>成人用品/避孕/计生用品>情趣家具
t1973602962898944	taobaoCategory>网游垂直市场根类目>黄易群侠传OL
t1973602963947520	taobaoCategory>网游垂直市场根类目>幻魔之眼
t1973602964078592	taobaoCategory>网游垂直市场根类目>幻灵游侠
t1973602964865024	taobaoCategory>网络设备/网络相关>电力猫
t1973602965258240	taobaoCategory>TP服务商大类>无线应用
t1973602965454848	taobaoCategory>网游垂直市场根类目>飘流幻境
t1973602965520384	taobaoCategory>网游垂直市场根类目>神魔传
t1973602965585920	taobaoCategory>网游垂直市场根类目>飘邈之旅2010
t1973602965716992	taobaoCategory>传统滋补营养品
t1973602966044672	taobaoCategory>传统滋补营养品>其他品牌保健品
t1973602967093248	taobaoCategory>传统滋补营养品>其他传统滋补品
t1973602969452544	taobaoCategory>基础建材
t1973602969518080	taobaoCategory>基础建材>板材
t1973602970042368	taobaoCategory>基础建材>砖
t1973602970501120	taobaoCategory>基础建材>隔断墙
t1973602970763264	taobaoCategory>基础建材>沙/石
t1973602971156480	taobaoCategory>基础建材>水泥
t1973602971418624	taobaoCategory>基础建材>水管管材
t1973602971877376	taobaoCategory>基础建材>线条
t1973602972073984	taobaoCategory>基础建材>木方
t1973602973384704	taobaoCategory>基础建材>其它基础建材
t1973602973712384	taobaoCategory>基础建材>隔音材料
t1973602973908992	taobaoCategory>基础建材>隔热材料
t1973602974171136	taobaoCategory>基础建材>钢材
t1973602974695424	taobaoCategory>基础建材>铝型材
t1973602975023104	taobaoCategory>基础建材>石膏板
t1973602975285248	taobaoCategory>基础建材>窗
t1973602976661504	taobaoCategory>基础建材>门窗密封条
t1973602976858112	taobaoCategory>基础建材>雕花件系列
t1973602977120256	taobaoCategory>基础建材>玻璃
t1973602977775616	taobaoCategory>基础建材>新型装饰材料
t1973602978627584	taobaoCategory>基础建材>天然大理石
t1973602979151872	taobaoCategory>基础建材>砂岩
t1973602979479552	taobaoCategory>五金/工具
t1973602979545088	taobaoCategory>五金/工具>家用五金
t1973602979610624	taobaoCategory>五金/工具>手动工具
t1973602979741696	taobaoCategory>五金/工具>气动工具
t1973602979807232	taobaoCategory>五金/工具>机械五金
t1973602979872768	taobaoCategory>五金/工具>机电五金
t1973602979938304	taobaoCategory>五金/工具>紧固件
t1973602980003840	taobaoCategory>五金/工具>刃具
t1973602980069376	taobaoCategory>五金/工具>液压/起重工具
t1973602981707776	taobaoCategory>五金/工具>仪器仪表
t1973602985246720	taobaoCategory>家装主材>浴霸
t1973602985639936	taobaoCategory>电子/电工
t1973602986033152	taobaoCategory>电子/电工>插座
t1973602986754048	taobaoCategory>电子/电工>底盒
t1973602986950656	taobaoCategory>电子/电工>转换器
t1973602987147264	taobaoCategory>电子/电工>太阳能电池
t1973602987409408	taobaoCategory>电子/电工>节电器
t1973602987540480	taobaoCategory>基础建材>阳光房
t1973602987737088	taobaoCategory>商业/办公家具
t1973602987802624	taobaoCategory>商业/办公家具>超市家具
t1973602987933696	taobaoCategory>住宅家具>根雕类
